TRXN_MONTH,TRXN_DT,TRXN_AMT,MERCHT_NAME,CATG
Mar-19,01/03/2019,61.2,VIRGIN ACTIVE,Entertainment
Mar-19,04/03/2019,1.31,LOON FUNG LIMITED,Glossary
Mar-19,04/03/2019,16.89,LOON FUNG LIMITED,Glossary
Mar-19,04/03/2019,20,LNK CAPITAL ONE,Other
Mar-19,05/03/2019,2.85,SAINSBURY'S SPRMRKTS LT NOTTINGHAM,Glossary
Mar-19,06/03/2019,6.49,TESCO STORE 5660 5660TE WELWYN GARDEN C,Glossary
Mar-19,07/03/2019,35.4,SHANGHAI SHANGHAI SHANG NOTTINGHAM,Eating Out
Mar-19,07/03/2019,20,LNK CAPITAL ONE,Other
Mar-19,08/03/2019,43.55,NOTTINGHAM STATION NOTTINGHAM,Transport
Mar-19,08/03/2019,18.95,SHAKE SHACK LONDON,Eating Out
Mar-19,08/03/2019,20,LNK CAPITAL ONE,Other
Mar-19,09/03/2019,-8,IKEA GREENWICH HFB RETU LONDON,Furniture
Mar-19,09/03/2019,9.5,IKEA LTD GREENWICH LONDON,Furniture
Mar-19,09/03/2019,212.95,IKEA LTD GREENWICH LONDON,Furniture
Mar-19,09/03/2019,20.85,PRET A MANGER LONDON,Eating Out
Mar-19,09/03/2019,24.55,SAINSBURYS SUPERMARKET LONDON,Glossary
Mar-19,09/03/2019,20,STRATFORD SELF SERVICE LONDON,Transport
Mar-19,09/03/2019,30,STRATFORD SELF SERVICE LONDON,Transport
Mar-19,10/03/2019,38.75,MARKS & SPENCER - STRAT LONDON,Glossary
Mar-19,10/03/2019,9.64,PRET A MANGER LONDON,Eating Out
Mar-19,11/03/2019,9.79,TESCO STORE 5660 5660TE NOTTINGHAM,Glossary
Mar-19,11/03/2019,2.25,LOON FUNG LIMITED,Glossary
Mar-19,11/03/2019,28.47,LOON FUNG LIMITED,Glossary
Mar-19,11/03/2019,21,H3G,Utility Bill
Mar-19,12/03/2019,3.29,TESCO STORE 5660 5660TE NOTTINGHAM,Glossary
Mar-19,13/03/2019,492,Klarna * &Other Stories LONDON,Shopping
Mar-19,13/03/2019,45.2,SHANGHAI SHANGHAI SHANG NOTTINGHAM,Business Expense
Mar-19,13/03/2019,4.8,TFL TRAVEL CHARGE TFL.GOV.UK/CP,Transport
Mar-19,14/03/2019,2.81,SAINSBURY'S SPRMRKTS LT NOTTINGHAM,Glossary
Mar-19,14/03/2019,1.89,TESCO STORE 5660 5660TE NOTTINGHAM,Glossary
Mar-19,15/03/2019,22.36,AMZN MKTP UK*MW3I786T4 800-279-6620,Glossary
Mar-19,15/03/2019,4.25,SAINSBURY'S SUPERMARKET LONDON,Glossary
Mar-19,15/03/2019,20,LNK CAPITAL ONE,Other
Mar-19,16/03/2019,1035.55,IKEA UK IKEA,Furniture
Mar-19,16/03/2019,74.91,JOHN LEWIS AT HOME LONDON,Furniture
Mar-19,16/03/2019,15.6,PRET A MANGER LONDON,Eating Out
Mar-19,16/03/2019,14.25,WILKINSON STRATFORD STRATFORD,Glossary
Mar-19,17/03/2019,11.03,PRET A MANGER LONDON,Eating Out
Mar-19,17/03/2019,16.9,REAL BEIJING RESTAURAN LONDON,Eating Out
Mar-19,17/03/2019,12.2,SAINSBURYS SUPERMARKET LONDON,Glossary
Mar-19,18/03/2019,10.3,MARKS & SPENCER - NOTTI NOTTINGHAM,Glossary
Mar-19,18/03/2019,0.99,TESCO STORE 5660 5660TE NOTTINGHAM,Glossary
Mar-19,18/03/2019,42.4,TRAINLINE Trainline LONDON,Transport
Mar-19,18/03/2019,38,MR C ZHOU,Eating Out
Mar-19,18/03/2019,13.13,LOON FUNG LIMITED,Glossary
Mar-19,18/03/2019,35.6,T4,Eating Out
Mar-19,18/03/2019,43.55,EAST MIDLANDS TRAI,Transport
Mar-19,18/03/2019,43.74,VIRGIN MEDIA PYMTS,Utility Bill
Mar-19,18/03/2019,30,LNK 400340GERRARD,Other
Mar-19,19/03/2019,12.29,MARKS & SPENCER - NOTTI NOTTINGHAM,Glossary
Mar-19,20/03/2019,32.98,AMZN MKTP UK*MW9WT1UT4 800-279-6620,Glossary
Mar-19,20/03/2019,38.4,SHANGHAI SHANGHAI SHANG NOTTINGHAM,Business Expense
Mar-19,20/03/2019,20,LNK CAPITAL ONE,Eating Out
Mar-19,21/03/2019,1.89,TESCO STORE 5660 5660TE NOTTINGHAM,Glossary
Mar-19,22/03/2019,5.7,TFL TRAVEL CHARGE TFL.GOV.UK/CP,Transport
Mar-19,22/03/2019,2.9,TFL TRAVEL CHARGE TFL.GOV.UK/CP,Transport
Mar-19,22/03/2019,0.65,WAITROSE STRATFORD LONDON,Glossary
Mar-19,23/03/2019,28.5,IKEA WESTFIELD OCP (MAN LONDON,Furniture
Mar-19,23/03/2019,11.85,SAINSBURYS SUPERMARKET LONDON,Glossary
Mar-19,23/03/2019,100.1,STRATFORD WESTFIELD WESTFIELD SHOPP,Shopping
Mar-19,24/03/2019,13.34,SAINSBURYS SUPERMARKET LONDON,Glossary
Mar-19,24/03/2019,3.5,WILKINSON STRATFORD STRATFORD,Glossary
Mar-19,24/03/2019,10.25,WILKINSON STRATFORD STRATFORD,Glossary
Mar-19,25/03/2019,8.78,PRET A MANGER-CITY ROAD LONDON,Eating Out
Mar-19,25/03/2019,3,SAINSBURYS SUPERMARKET LONDON,Glossary
Mar-19,25/03/2019,1.3,SAINSBURYS SUPERMARKET LONDON,Glossary
Mar-19,25/03/2019,2.9,TFL TRAVEL CHARGE TFL.GOV.UK/CP,Transport
Mar-19,25/03/2019,2.9,TFL TRAVEL CHARGE TFL.GOV.UK/CP,Transport
Mar-19,25/03/2019,7.79,www.steampowered.com Seattle,Shopping
Mar-19,25/03/2019,15.77,LOON FUNG LIMITED,Glossary
Mar-19,25/03/2019,750,LIBERTY GATE,Rent
Mar-19,25/03/2019,94,JINLEI ZHONG,Shopping
Mar-19,26/03/2019,5.7,TFL TRAVEL CHARGE TFL.GOV.UK/CP,Transport
Mar-19,26/03/2019,7.45,LOON FUNG LIMITED,Glossary
Mar-19,27/03/2019,4.99,ITUNES.COM/BILL HOLLYHILL,Shopping
Mar-19,28/03/2019,-165,KLARNA UK RETAIL (GBP2G LONDON,Shopping
Mar-19,28/03/2019,5.7,TFL TRAVEL CHARGE TFL.GOV.UK/CP,Transport
Mar-19,28/03/2019,20,LNK CAPITAL ONE,Eating Out
Mar-19,29/03/2019,5.8,TFL TRAVEL CHARGE TFL.GOV.UK/CP,Transport
Mar-19,31/03/2019,677,MADE-UK-GBP-AMEX LONDON,Furniture
Mar-19,31/03/2019,21,SELFRIDGES RETAIL LONDON,Shopping
Mar-19,31/03/2019,25.8,UNIQLO LONDON,Shopping
Apr-19,01/04/2019,0.75,CO-OP - ST PAULS LONDON,Glossary
Apr-19,01/04/2019,67.5,HARRODS LIMITED LONDON,Shopping
Apr-19,01/04/2019,35.5,HARRODS LIMITED LONDON,Shopping
Apr-19,01/04/2019,50.4,HARRODS LIMITED LONDON,Shopping
Apr-19,01/04/2019,8.41,SAINSBURYS SUPERMARKET LONDON,Glossary
Apr-19,01/04/2019,8,TFL TRAVEL CHARGE TFL.GOV.UK/CP,Transport
Apr-19,01/04/2019,9.86,LOON FUNG LIMITED,Glossary
Apr-19,02/04/2019,3.95,PRET A MANGER LONDON,Eating Out
Apr-19,02/04/2019,20,SE STRATFORD INT. STATI STRATFORD,Other
Apr-19,02/04/2019,10.92,LOON FUNG LIMITED,Glossary
Apr-19,05/04/2019,9.29,PRET A MANGER-CITY ROAD LONDON,Eating Out
Apr-19,05/04/2019,50,LNK 400304MOORGATE,Other
Apr-19,06/04/2019,128,HARRODS LIMITED LONDON,Shopping
Apr-19,06/04/2019,30,LUL TICKET MACHINE-STRA LONDON,Transport
Apr-19,06/04/2019,30,LUL TICKET MACHINE-STRA LONDON,Transport
Apr-19,07/04/2019,44,BOOTS THE CHEMIST LONDON,Shopping
Apr-19,07/04/2019,53,MAC LONDON,Shopping
Apr-19,07/04/2019,12.59,SAINSBURYS SUPERMARKET LONDON,Glossary
Apr-19,08/04/2019,7.95,WASABI FINSBURY PAVEMEN LONDON,Eating Out
Apr-19,08/04/2019,145.77,SEVERN TRENT WATER,Utility Bill
Apr-19,08/04/2019,96,LONDON AQUATICS CE,Entertainment
Apr-19,08/04/2019,18.07,LOON FUNG LIMITED,Glossary
Apr-19,08/04/2019,13.1,T4,Eating Out
Apr-19,08/04/2019,8.62,SEVERN TRENT WATER,Utility Bill
Apr-19,08/04/2019,7.13,LOON FUNG LIMITED,Glossary
Apr-19,08/04/2019,23.28,H3G,Utility Bill
Apr-19,09/04/2019,1.1,SAINSBURY'S SPRMRKTS LT NOTTINGHAM,Glossary
Apr-19,09/04/2019,2.75,LOON FUNG LIMITED,Glossary
Apr-19,12/04/2019,4,WILKINSON STRATFORD STRATFORD,Glossary
Apr-19,12/04/2019,10,TRAMLINK NOTTINGHA,Transport
Apr-19,12/04/2019,63.2,CAPITAL ONE BANK,Eating Out
Apr-19,13/04/2019,17.5,MARKS & SPENCER - STRAT LONDON,Glossary
Apr-19,13/04/2019,18.07,UBER BV HELP.UBER.COM,Transport
Apr-19,13/04/2019,10,WAITROSE STRATFORD LONDON,Glossary
Apr-19,14/04/2019,11.47,PRET A MANGER LONDON,Eating Out
Apr-19,15/04/2019,2.9,TFL TRAVEL CHARGE TFL.GOV.UK/CP,Transport
Apr-19,15/04/2019,10.69,LOON FUNG LIMITED,Glossary
Apr-19,15/04/2019,7.9,THE SICHUAN,Eating Out
Apr-19,15/04/2019,530,Made,Furniture
Apr-19,16/04/2019,25.1,SHANGHAI SHANGHAI SHANG NOTTINGHAM,Business Expense
Apr-19,16/04/2019,3.2,STARBUCKS TESCO LONDON,Glossary
Apr-19,16/04/2019,5.7,TFL TRAVEL CHARGE TFL.GOV.UK/CP,Transport
Apr-19,16/04/2019,8.65,WAITROSE CONVENIENCE NOTTINGHAM,Glossary
Apr-19,16/04/2019,79.07,LONDON BOROUGH OF,Utility Bill
Apr-19,16/04/2019,7.9,THE SICHUAN,Eating Out
Apr-19,16/04/2019,20,LNK CAPITAL ONE,Eating Out
Apr-19,17/04/2019,19.44,VIRGIN MEDIA PYMTS,Entertainment
Apr-19,18/04/2019,200.48,3CPAYMENT*HILTON NOTTIN NOTTINGHAM,Business Expense
Apr-19,18/04/2019,43.2,HARRODS LIMITED LONDON,Shopping
Apr-19,18/04/2019,76.05,ROYAL DRAGON LONDON,Eating Out
Apr-19,18/04/2019,1.95,SELFRIDGES RETAIL LONDON,Shopping
Apr-19,18/04/2019,15.55,SELFRIDGES RETAIL LONDON,Shopping
Apr-19,18/04/2019,28,SELFRIDGES RETAIL LONDON,Shopping
Apr-19,18/04/2019,4.8,TFL TRAVEL CHARGE TFL.GOV.UK/CP,Transport
Apr-19,18/04/2019,2,WILKINSON NOTTINGHAM NOTTINGHAM,Glossary
Apr-19,18/04/2019,42.9,MANS RESTAURANT,Business Expense
Apr-19,18/04/2019,144,CLEAN NOTTS LTD,Rent
Apr-19,19/04/2019,186.15,IKEA LTD GREENWICH LONDON,Furniture
Apr-19,19/04/2019,10.2,SAINSBURYS SUPERMARKET LONDON,Glossary
Apr-19,19/04/2019,30,STRATFORD SELF SERVICE LONDON,Transport
Apr-19,19/04/2019,3,TFL TRAVEL CHARGE TFL.GOV.UK/CP,Transport
Apr-19,20/04/2019,10.45,HARRODS LIMITED LONDON,Shopping
Apr-19,20/04/2019,38.99,LONDON GRAPHIC CENTRE LONDON,Shopping
Apr-19,20/04/2019,10,O-MATCHA LTD. London,Eating Out
Apr-19,20/04/2019,30,STRATFORD SELF SERVICE LONDON,Transport
Apr-19,20/04/2019,40.5,T2 TEA LONDON,Eating Out
Apr-19,22/04/2019,129,DWELL LONDON,Furniture
Apr-19,22/04/2019,6.06,LIDL LON STRATFORD 1558 LONDON,Glossary
Apr-19,22/04/2019,5.24,PRET A MANGER LONDON,Eating Out
Apr-19,22/04/2019,10.2,SAINSBURYS SUPERMARKET LONDON,Glossary
Apr-19,23/04/2019,33.4,SHANGHAI SHANGHAI SHANG NOTTINGHAM,Business Expense
Apr-19,23/04/2019,3.2,STARBUCKS TESCO LONDON,Glossary
Apr-19,23/04/2019,4.88,WAITROSE CONVENIENCE NOTTINGHAM,Business Expense
Apr-19,23/04/2019,2.27,LOON FUNG LIMITED,Glossary
Apr-19,23/04/2019,12.09,KFC - STRATFORD,Eating Out
Apr-19,23/04/2019,12.57,LOON FUNG LIMITED,Glossary
Apr-19,23/04/2019,6.5,CHINESE TAPAS,Eating Out
Apr-19,23/04/2019,6.5,CHINESE TAPAS,Eating Out
Apr-19,23/04/2019,9.94,LOON FUNG LIMITED,Glossary
Apr-19,23/04/2019,27,MR X CHEN,Eating Out
Apr-19,23/04/2019,190,JINLEI ZHONG,Shopping
Apr-19,24/04/2019,3.25,SAINSBURYS SUPERMARKET LONDON,Glossary
Apr-19,24/04/2019,4.05,WAITROSE CONVENIENCE NOTTINGHAM,Business Expense
Apr-19,25/04/2019,162.8,3CPAYMENT*HILTON NOTTIN NOTTINGHAM,Business Expense
Apr-19,25/04/2019,23.8,HOCKLEY FOOD LTD T,Business Expense
Apr-19,26/04/2019,-75,HILTON NOTTINGHAM HOTEL,Business Expense
Apr-19,27/04/2019,16.7,SAINSBURYS SUPERMARKET LONDON,Glossary
Apr-19,27/04/2019,1.4,SAINSBURYS SUPERMARKET LONDON,Glossary
Apr-19,28/04/2019,82.45,DEBENHAMS.COM SOUTHAMPTON,Shopping
Apr-19,28/04/2019,11,SAINSBURYS SUPERMARKET LONDON,Glossary
Apr-19,29/04/2019,30,LUL TICKET MACHINE-STRA LONDON,Transport
Apr-19,29/04/2019,6.49,PRET A MANGER-CITY ROAD LONDON,Eating Out
Apr-19,29/04/2019,7.01,SAINSBURYS SUPERMARKET LONDON,Glossary
Apr-19,29/04/2019,2.9,TFL TRAVEL CHARGE TFL.GOV.UK/CP,Transport
Apr-19,29/04/2019,35.28,LOON FUNG LIMITED,Glossary
Apr-19,29/04/2019,9.31,LOON FUNG LIMITED,Glossary
Apr-19,29/04/2019,18.8,T4,Eating Out
Apr-19,29/04/2019,69.84,LONDON BOROUGH OF,Utility Bill
Apr-19,29/04/2019,50,INSITE ENERGY V/T,Utility Bill
Apr-19,30/04/2019,207.4,DEBENHAMS.COM SOUTHAMPTON,Shopping
Apr-19,30/04/2019,34.4,SHANGHAI SHANGHAI SHANG NOTTINGHAM,Business Expense
Apr-19,30/04/2019,3.2,STARBUCKS TESCO LONDON,Glossary
Apr-19,30/04/2019,5.75,WAITROSE CONVENIENCE NOTTINGHAM,Business Expense
May-19,01/05/2019,20,CINEWORLD CINEMAS ECOM LONDON,Entertainment
May-19,01/05/2019,1.99,ITUNES.COM/BILL HOLLYHILL,Shopping
May-19,01/05/2019,77.36,E.ON ENERGY SOLUTI,Utility Bill
May-19,02/05/2019,196.4,3CPAYMENT*HILTON NOTTIN NOTTINGHAM,Business Expense
May-19,02/05/2019,7.4,SAINSBURYS SUPERMARKET LONDON,Glossary
May-19,02/05/2019,2.9,TFL TRAVEL CHARGE TFL.GOV.UK/CP,Transport
May-19,02/05/2019,22.8,HOCKLEY FOOD LTD T,Business Expense
May-19,02/05/2019,20,LNK CAPITAL ONE,Eating Out
May-19,03/05/2019,3.5,IZ *ROSSLYN COFFEE LONDON,Eating Out
May-19,03/05/2019,2.99,RITUAL-GRABTHAI (LEONA LONDON,Shopping
May-19,03/05/2019,5.55,SAINSBURYS SUPERMARKET LONDON,Glossary
May-19,03/05/2019,2.25,LOON FUNG LIMITED,Glossary
May-19,04/05/2019,34.5,GOLDEN DRAGON LONDON,Eating Out
May-19,04/05/2019,13,HARVEY NICHOLS KNIGHTSB UNKNOWN,Shopping
May-19,04/05/2019,67.98,MANGO REGENT ST LONDON,Shopping
May-19,04/05/2019,11.7,NESPRESSO UK REGENT ST LONDON,Shopping
May-19,04/05/2019,10.8,NEW LOON MOON LTD LONDON,Glossary
May-19,04/05/2019,27.76,RYOHIN KEIKAKU EUROPE L LONDON,Shopping
May-19,04/05/2019,8.7,SAINSBURYS SUPERMARKET LONDON,Glossary
May-19,04/05/2019,110.3,UNIQLO LONDON,Shopping
May-19,05/05/2019,79.8,IKEA LTD GREENWICH LONDON,Furniture
May-19,05/05/2019,30,LUL TICKET MACHINE-STRA LONDON,Transport
May-19,06/05/2019,9.8,SAINSBURYS SUPERMARKET LONDON,Glossary
May-19,07/05/2019,38.4,SHANGHAI SHANGHAI SHANG NOTTINGHAM,Business Expense
May-19,07/05/2019,3.2,STARBUCKS TESCO LONDON,Glossary
May-19,07/05/2019,7.34,WAITROSE CONVENIENCE NOTTINGHAM,Business Expense
May-19,07/05/2019,3.03,LOON FUNG LIMITED,Glossary
May-19,07/05/2019,26,CHINESE TAPAS,Eating Out
May-19,07/05/2019,6.2,MONMOUTH COFFEE,Eating Out
May-19,07/05/2019,20,MR X CHEN,Eating Out
May-19,08/05/2019,13.9,NANDO'S NOTTINGHAM CORN NOTTINGHAM,Business Expense
May-19,08/05/2019,23.71,H3G,Utility Bill
May-19,09/05/2019,170.88,3CPAYMENT*HILTON NOTTIN NOTTINGHAM,Business Expense
May-19,09/05/2019,5.65,WASABI LIME STREET LONDON,Eating Out
May-19,10/05/2019,26.98,BOOTS THE CHEMIST LONDON,Shopping
May-19,10/05/2019,5.09,FRESH & WILD LONDON,Eating Out
May-19,10/05/2019,25,HAIDILAO PICCADILLY HAI LONDON,Eating Out
May-19,10/05/2019,74.85,HARVEY NICHOLS KNIGHTSB UNKNOWN,Shopping
May-19,10/05/2019,83.23,HOLLAND & BARRETT STRAT LONDON,Shopping
May-19,10/05/2019,7.39,PRET A MANGER-CITY ROAD LONDON,Eating Out
May-19,11/05/2019,25.98,HOLLAND & BARRETT STRAT LONDON,Shopping
May-19,11/05/2019,9,MARKS & SPENCER - STRAT LONDON,Glossary
May-19,11/05/2019,1.85,WAITROSE STRATFORD LONDON,Glossary
May-19,12/05/2019,20,GATWICK EXPRESS GATWICK LONDON,Transport
May-19,12/05/2019,20,GATWICK EXPRESS GATWICK LONDON,Transport
May-19,12/05/2019,50,LGW NORTH WDF MAIN GATW NORTH TERMINAL,Shopping
May-19,12/05/2019,50,LGW NORTH WDF MAIN GATW NORTH TERMINAL,Shopping
May-19,12/05/2019,50,LGW NORTH WDF MAIN GATW NORTH TERMINAL,Shopping
May-19,12/05/2019,50,LGW NORTH WDF MAIN GATW NORTH TERMINAL,Shopping
May-19,12/05/2019,50,LGW NORTH WDF MAIN GATW NORTH TERMINAL,Shopping
May-19,12/05/2019,19,NICHOLAS CULPEPER CRAWLEY,Eating Out
May-19,12/05/2019,3.34,PRET A MANGER GATWICK GATWICK,Eating Out
May-19,12/05/2019,10.4,SAINSBURYS SUPERMARKET LONDON,Glossary
May-19,12/05/2019,19.8,TFL TRAVEL CHARGE TFL.GOV.UK/CP,Transport
May-19,13/05/2019,9.04,PRET A MANGER-CITY ROAD LONDON,Eating Out
May-19,13/05/2019,5.48,LOON FUNG LIMITED,Glossary
May-19,14/05/2019,17.6,SHANGHAI SHANGHAI SHANG NOTTINGHAM,Business Expense
May-19,14/05/2019,3.2,STARBUCKS TESCO LONDON,Eating Out
May-19,14/05/2019,9.13,WAITROSE CONVENIENCE NOTTINGHAM,Business Expense
May-19,16/05/2019,235.04,3CPAYMENT*HILTON NOTTIN NOTTINGHAM,Business Expense
May-19,16/05/2019,5.7,TFL TRAVEL CHARGE TFL.GOV.UK/CP,Transport
May-19,16/05/2019,18.4,SARANGCHAE,Business Expense
May-19,18/05/2019,15.85,SAINSBURYS SUPERMARKET LONDON,Glossary
May-19,19/05/2019,8.35,SAINSBURYS SUPERMARKET LONDON,Glossary
May-19,19/05/2019,30,STRATFORD SELF SERVICE LONDON,Transport
May-19,20/05/2019,8.74,PRET A MANGER-CITY ROAD LONDON,Eating Out
May-19,20/05/2019,63,LONDON AQUATICS CE,Entertainment
May-19,20/05/2019,8.89,LOON FUNG LIMITED,Glossary
May-19,20/05/2019,47.24,LOON FUNG LIMITED,Glossary
May-19,20/05/2019,30,LNK 400340GERRARD,Other
May-19,21/05/2019,3.2,STARBUCKS TESCO LONDON,Eating Out
May-19,21/05/2019,5.59,WAITROSE CONVENIENCE NOTTINGHAM,Business Expense
May-19,22/05/2019,21.8,HOCKLEY FOOD LTD T,Business Expense
May-19,23/05/2019,199.68,3CPAYMENT*HILTON NOTTIN NOTTINGHAM,Business Expense
May-19,23/05/2019,50.2,SHANGHAI SHANGHAI,Business Expense
May-19,24/05/2019,22.2,MARKS & SPENCER - STRAT LONDON,Glossary
May-19,24/05/2019,6.45,SAINSBURYS SUPERMARKET LONDON,Glossary
May-19,25/05/2019,24.05,UBER BV HELP.UBER.COM,Transport
May-19,25/05/2019,16.98,UBER BV HELP.UBER.COM,Transport
May-19,26/05/2019,15.7,SAINSBURYS SUPERMARKET LONDON,Glossary
May-19,28/05/2019,31.9,SHANGHAI SHANGHAI SHANG NOTTINGHAM,Business Expense
May-19,28/05/2019,4,TFL TRAVEL CHARGE TFL.GOV.UK/CP,Transport
May-19,28/05/2019,4.25,WAITROSE CONVENIENCE NOTTINGHAM,Glossary
May-19,28/05/2019,19.77,LOON FUNG LIMITED,Glossary
May-19,28/05/2019,11.43,LOON FUNG LIMITED,Glossary
May-19,28/05/2019,20,LNK CAPITAL ONE,Eating Out
May-19,29/05/2019,20.5,MANS RESTAURANT MANS RE NOTTINGHAM,Business Expense
May-19,30/05/2019,190.88,3CPAYMENT*HILTON NOTTIN NOTTINGHAM,Business Expense
May-19,30/05/2019,4,TFL TRAVEL CHARGE TFL.GOV.UK/CP,Transport
May-19,31/05/2019,14.42,PRET A MANGER LONDON,Eating Out
Jun-19,01/06/2019,30,LUL TICKET MACHINE-STRA LONDON,Transport
Jun-19,01/06/2019,12.1,SAINSBURYS SUPERMARKET LONDON,Glossary
Jun-19,02/06/2019,282,BALLY UK SALES LTD. BAL LONDON,Shopping
Jun-19,02/06/2019,1.09,BOOTS THE CHEMIST GATWICK AIRPORT,Glossary
Jun-19,02/06/2019,20,GATWICK EXPRESS GATWICK LONDON,Transport
Jun-19,02/06/2019,295,GUCCI LONDON,Shopping
Jun-19,02/06/2019,88.2,HARRODS LIMITED LONDON,Shopping
Jun-19,02/06/2019,4.7,PRET A MANGER LONDON,Eating Out
Jun-19,02/06/2019,11.56,SAINSBURYS SUPERMARKET LONDON,Glossary
Jun-19,03/06/2019,26.57,LOON FUNG LIMITED,Glossary
Jun-19,03/06/2019,5.39,LOON FUNG LIMITED,Glossary
Jun-19,03/06/2019,40,LNK EUROCHANGE CHA,Cash Out
Jun-19,04/06/2019,20.5,MANS RESTAURANT MANS RE NOTTINGHAM,Business Expense
Jun-19,04/06/2019,5.23,SAINSBURYS SUPERMARKET LONDON,Glossary
Jun-19,04/06/2019,3.2,STARBUCKS TESCO LONDON,Eating Out
Jun-19,04/06/2019,5.7,TFL TRAVEL CHARGE TFL.GOV.UK/CP,Transport
Jun-19,04/06/2019,7.09,WAITROSE CONVENIENCE NOTTINGHAM,Business Expense
Jun-19,04/06/2019,7.9,THE SICHUAN,Eating Out
Jun-19,04/06/2019,81.67,NCC INTERNET,Utility Bill
Jun-19,05/06/2019,0.85,TESCO STORE 5957 5957TE NOTTINGHAM,Business Expense
Jun-19,05/06/2019,34,MANS RESTAURANT MANS RE NOTTINGHAM,Business Expense
Jun-19,05/06/2019,3.5,WAITROSE CONVENIENCE NOTTINGHAM,Business Expense
Jun-19,06/06/2019,235.04,3CPAYMENT*HILTON NOTTIN NOTTINGHAM,Business Expense
Jun-19,06/06/2019,5.7,TFL TRAVEL CHARGE TFL.GOV.UK/CP,Transport
Jun-19,07/06/2019,260,JINLEI ZHONG,Shopping
Jun-19,07/06/2019,21.53,H3G,Utility Bill
Jun-19,07/06/2019,30,LUL TICKET MACHINE-OLD LONDON,Transport
Jun-19,07/06/2019,50,LUL TICKET MACHINE-STRA LONDON,Transport
Jun-19,07/06/2019,8.98,PRET A MANGER-CITY ROAD LONDON,Eating Out
Jun-19,07/06/2019,4.79,PRET A MANGER-GRESHAM S LONDON,Eating Out
Jun-19,07/06/2019,2.25,PRET A MANGER-GRESHAM S LONDON,Eating Out
Jun-19,07/06/2019,2.9,TFL TRAVEL CHARGE TFL.GOV.UK/CP,Transport
Jun-19,08/06/2019,8.55,SAINSBURYS SUPERMARKET LONDON,Glossary
Jun-19,08/06/2019,0.87,SAINSBURYS SUPERMARKET LONDON,Glossary
Jun-19,08/06/2019,11,WILKINSON STRATFORD STRATFORD,Glossary
Jun-19,09/06/2019,36.7,LOTUS GARDEN LONDON,Eating Out
Jun-19,09/06/2019,7.8,OMOTESANDO KOFFEE London,Eating Out
Jun-19,09/06/2019,33.8,RYOHIN KEIKAKU EUROPE L LONDON,Shopping
Jun-19,09/06/2019,100.2,UNIQLO LONDON,Shopping
Jun-19,10/06/2019,10,SAINSBURY'S S/MKT,Glossary
Jun-19,10/06/2019,15.09,LOON FUNG LIMITED,Glossary
Jun-19,10/06/2019,186,JURYS INN NOTTINGHAM FR NOTTINGHAM,Business Expense
Jun-19,10/06/2019,18.8,MANS RESTAURANT MANS RE NOTTINGHAM,Business Expense
Jun-19,10/06/2019,3.2,STARBUCKS TESCO LONDON,Business Expense
Jun-19,10/06/2019,6.2,TESCO STORE 5660 5660TE NOTTINGHAM,Business Expense
Jun-19,10/06/2019,5.7,TFL TRAVEL CHARGE TFL.GOV.UK/CP,Transport
Jun-19,11/06/2019,139.68,LONDON BOROUGH OF,Utility Bill
Jun-19,11/06/2019,34.5,MANS RESTAURANT MANS RE NOTTINGHAM,Business Expense
Jun-19,11/06/2019,2.9,TFL TRAVEL CHARGE TFL.GOV.UK/CP,Transport
Jun-19,12/06/2019,4.61,CAPITAL ONE,Eating Out
Jun-19,12/06/2019,8.85,MARKS & SPENCER - STRAT LONDON,Glossary
Jun-19,12/06/2019,5.8,TFL TRAVEL CHARGE TFL.GOV.UK/CP,Transport
Jun-19,12/06/2019,6.45,THE JAPANESE CANTEEN LONDON,Eating Out
Jun-19,12/06/2019,6.45,THE JAPANESE CANTEEN LONDON,Eating Out
Jun-19,12/06/2019,1.85,WAITROSE STRATFORD LONDON,Glossary
Jun-19,13/06/2019,3.25,CAPITAL ONE,Eating Out
Jun-19,13/06/2019,3.75,MARKS & SPENCER - STRAT LONDON,Glossary
Jun-19,13/06/2019,10.78,PRET A MANGER-CITY ROAD LONDON,Eating Out
Jun-19,13/06/2019,5.8,TFL TRAVEL CHARGE TFL.GOV.UK/CP,Transport
Jun-19,14/06/2019,5.7,TFL TRAVEL CH,Transport
Jun-19,14/06/2019,13.85,IZ *KOVA LTD LONDON,Eating Out
Jun-19,14/06/2019,12.19,SAINSBURYS SUPERMARKET LONDON,Glossary
Jun-19,14/06/2019,9,WILKINSON STRATFORD STRATFORD,Glossary
Jun-19,15/06/2019,167.95,MANGOUK_3DADYEN LONDON,Shopping
Jun-19,15/06/2019,23.95,PROJECTS@PAUL-UK.COM CHICAGO,Eating Out
Jun-19,15/06/2019,4.08,SAINSBURYS SUPERMARKET LONDON,Glossary
Jun-19,16/06/2019,10.98,ITUNES.COM/BILL HOLLYHILL,Other
Jun-19,16/06/2019,61.8,IZ *KOVA LTD LONDON,Eating Out
Jun-19,16/06/2019,8.6,SAINSBURYS SUPERMARKET LONDON,Glossary
Jun-19,17/06/2019,7.9,THE SICHUAN,Eating Out
Jun-19,17/06/2019,55,MR X CHEN,Shopping
Jun-19,17/06/2019,2.25,PRET A MANGER LONDON,Eating Out
Jun-19,17/06/2019,5.3,TFL TRAVEL CHARGE TFL.GOV.UK/CP,Transport
